sample_idx,seed,strategy,ok,error,completion_rate,overall_on_time_rate,conditional_on_time_rate,blocked_sec,makespan,mean_tardy_over_completed_sec,mean_tardy_over_late_sec
254,254,OPTIMIZED,1,,0.6281,0.59357,0.94503,,424779.02,4481.85,81538.84
255,255,EDD,1,,0.57476,0.51381,0.89395,,424767.08,19491.0,183794.06
255,255,COLOR_GROUP,1,,0.57476,0.51381,0.89395,,424767.08,19446.3,183372.5
255,255,LOAD_BALANCE,1,,0.57476,0.51381,0.89395,,424767.08,19490.98,183793.83
255,255,OPTIMIZED,1,,0.62476,0.59357,0.95008,,424763.33,4663.49,93412.13
256,256,EDD,1,,0.57119,0.51167,0.89579,,424766.83,17431.12,167269.07
256,256,COLOR_GROUP,1,,0.57119,0.51167,0.89579,,424766.83,17428.76,167246.42
256,256,LOAD_BALANCE,1,,0.57119,0.51167,0.89579,,424766.83,17397.51,166946.51
256,256,OPTIMIZED,1,,0.6219,0.58881,0.94678,,424757.09,4428.03,83208.75
257,257,EDD,1,,0.58,0.51429,0.8867,,424774.89,20479.15,180750.79
257,257,COLOR_GROUP,1,,0.58,0.51429,0.8867,,424774.89,20456.37,180549.69
257,257,LOAD_BALANCE,1,,0.58,0.51429,0.8867,,424774.89,20465.55,180630.7
257,257,OPTIMIZED,1,,0.6269,0.59452,0.94835,,424786.14,4376.67,84733.61
258,258,EDD,1,,0.56262,0.51452,0.91452,,424719.87,15187.55,177664.24
258,258,COLOR_GROUP,1,,0.56262,0.51452,0.91452,,424719.87,15168.62,177442.82
258,258,LOAD_BALANCE,1,,0.56262,0.51452,0.91452,,424719.87,15176.97,177540.52
258,258,OPTIMIZED,1,,0.61619,0.59119,0.95943,,424795.18,4997.22,123169.64
259,259,EDD,1,,0.56167,0.50952,0.90716,,424738.03,19679.68,211983.43
259,259,COLOR_GROUP,1,,0.56167,0.50952,0.90716,,424738.03,19643.71,211595.9
259,259,LOAD_BALANCE,1,,0.56167,0.50952,0.90716,,424738.03,19674.22,211924.58
259,259,OPTIMIZED,1,,0.62571,0.59095,0.94444,,424783.08,4735.48,85238.56
260,260,EDD,1,,0.565,0.51452,0.91066,,424701.68,17994.44,201418.87
260,260,COLOR_GROUP,1,,0.565,0.51452,0.91066,,424701.68,17134.79,191796.5
260,260,LOAD_BALANCE,1,,0.565,0.51452,0.91066,,424701.68,17965.27,201092.41
260,260,OPTIMIZED,1,,0.62,0.59333,0.95699,,424764.04,4942.18,114905.69
261,261,EDD,1,,0.57833,0.51571,0.89172,,424622.69,19360.56,178809.16
261,261,COLOR_GROUP,1,,0.57833,0.51595,0.89214,,424622.69,19293.41,178869.04
261,261,LOAD_BALANCE,1,,0.57833,0.51571,0.89172,,424622.69,19340.53,178624.15
261,261,OPTIMIZED,1,,0.62714,0.59571,0.94989,,424797.57,4100.75,81828.59
262,262,EDD,1,,0.58,0.51357,0.88547,,424757.13,20141.17,175856.22
262,262,COLOR_GROUP,1,,0.58,0.51357,0.88547,,424757.13,20080.45,175326.08
262,262,LOAD_BALANCE,1,,0.58,0.51357,0.88547,,424757.13,20134.23,175795.65
262,262,OPTIMIZED,1,,0.62857,0.59548,0.94735,,424779.26,4304.51,81754.78
263,263,EDD,1,,0.58048,0.51524,0.88761,,424753.1,19190.83,170756.34
263,263,COLOR_GROUP,1,,0.58048,0.51524,0.88761,,424753.1,19188.39,170734.69
263,263,LOAD_BALANCE,1,,0.58048,0.51524,0.88761,,424753.1,19180.66,170665.89
263,263,OPTIMIZED,1,,0.62786,0.59595,0.94918,,424783.21,4216.91,82984.93
264,264,EDD,1,,0.57405,0.51429,0.89589,,424688.2,18051.8,173397.97
264,264,COLOR_GROUP,1,,0.57405,0.51429,0.89589,,424688.2,18032.53,173212.91
264,264,LOAD_BALANCE,1,,0.57405,0.51429,0.89589,,424688.2,17992.65,172829.76
264,264,OPTIMIZED,1,,0.62405,0.59119,0.94735,,424762.34,4047.81,76878.98
265,265,EDD,1,,0.57833,0.51429,0.88925,,424743.12,19282.08,174112.21
265,265,COLOR_GROUP,1,,0.57833,0.51429,0.88925,,424743.12,19278.77,174082.26
265,265,LOAD_BALANCE,1,,0.57833,0.51429,0.88925,,424743.12,19269.42,173997.86
265,265,OPTIMIZED,1,,0.62714,0.59452,0.94799,,424795.28,4268.29,82063.23
266,266,EDD,1,,0.5769,0.51524,0.89311,,424787.96,19480.36,182242.95
266,266,COLOR_GROUP,1,,0.5769,0.51571,0.89393,,424787.96,19450.61,183380.7
266,266,LOAD_BALANCE,1,,0.5769,0.51524,0.89311,,424787.96,19460.6,182058.03
266,266,OPTIMIZED,1,,0.625,0.59333,0.94933,,424761.98,4639.64,91571.86
267,267,EDD,1,,0.57881,0.51524,0.89017,,424687.96,19478.04,177344.98
267,267,COLOR_GROUP,1,,0.57881,0.51524,0.89017,,424687.96,19480.43,177366.72
267,267,LOAD_BALANCE,1,,0.57881,0.51524,0.89017,,424687.96,19458.97,177171.39
267,267,OPTIMIZED,1,,0.62762,0.59381,0.94613,,424779.63,4485.69,83269.54
268,268,EDD,1,,0.58,0.51548,0.88875,536.56,424758.78,19677.61,176880.66
268,268,COLOR_GROUP,1,,0.58024,0.51548,0.88839,23.12,424721.85,19760.39,177044.37
268,268,LOAD_BALANCE,1,,0.58,0.51548,0.88875,,424758.78,19412.17,174494.66
268,268,OPTIMIZED,1,,0.62786,0.59452,0.94691,,424736.97,4506.0,84873.65
269,269,EDD,1,,0.57881,0.51476,0.88935,,424660.86,19476.9,176016.14
269,269,COLOR_GROUP,1,,0.57881,0.51476,0.88935,,424660.86,19475.09,175999.77
269,269,LOAD_BALANCE,1,,0.57881,0.51476,0.88935,,424660.86,19460.65,175869.28
269,269,OPTIMIZED,1,,0.62833,0.59571,0.94809,,424765.24,4327.35,83356.77
270,270,EDD,1,,0.57357,0.51357,0.89539,,424680.5,20366.06,194689.82
270,270,COLOR_GROUP,1,,0.57357,0.51357,0.89539,,424680.5,20309.71,194151.16
270,270,LOAD_BALANCE,1,,0.57357,0.51357,0.89539,,424680.5,20346.2,194499.97
270,270,OPTIMIZED,1,,0.62429,0.59167,0.94775,,424770.64,5242.44,100333.37
271,271,EDD,1,,0.57595,0.51429,0.89293,,424667.32,19608.56,183139.42
271,271,COLOR_GROUP,1,,0.57595,0.51429,0.89293,,424667.32,19558.36,182670.54
271,271,LOAD_BALANCE,1,,0.57595,0.51429,0.89293,,424667.32,19605.3,183109.0
271,271,OPTIMIZED,1,,0.62619,0.59262,0.94639,,424754.14,4768.42,88942.89
272,272,EDD,1,,0.57881,0.51452,0.88893,,424641.44,20269.58,182501.3
272,272,COLOR_GROUP,1,,0.57881,0.51452,0.88893,,424641.44,19480.2,175393.92
272,272,LOAD_BALANCE,1,,0.57881,0.51452,0.88893,,424641.44,20229.2,182137.69
272,272,OPTIMIZED,1,,0.6269,0.59405,0.94759,,424753.98,4443.83,84787.07
273,273,EDD,1,,0.58024,0.51429,0.88634,,424785.42,19974.08,175728.64
273,273,COLOR_GROUP,1,,0.58024,0.51429,0.88634,,424785.42,19960.34,175607.75
273,273,LOAD_BALANCE,1,,0.58024,0.51429,0.88634,,424785.42,19968.45,175679.07
273,273,OPTIMIZED,1,,0.62833,0.59452,0.94619,,424786.83,4502.74,83681.24
274,274,EDD,1,,0.58,0.51381,0.88588,,424775.54,19879.61,174196.84
274,274,COLOR_GROUP,1,,0.58,0.51381,0.88588,,424775.54,19875.83,174163.71
274,274,LOAD_BALANCE,1,,0.58,0.51381,0.88588,,424775.54,19879.01,174191.61
274,274,OPTIMIZED,1,,0.62905,0.595,0.94587,,424762.51,4347.6,80324.2
275,275,EDD,1,,0.56952,0.51524,0.90468,4037.03,424682.37,19267.4,202138.69
275,275,COLOR_GROUP,1,,0.56952,0.51524,0.90468,3878.95,424701.83,18623.82,195386.75
275,275,LOAD_BALANCE,1,,0.56952,0.51524,0.90468,4037.03,424682.37,19238.62,201836.78
275,275,OPTIMIZED,1,,0.62571,0.59429,0.94977,3850.38,424750.6,4315.02,85908.13
276,276,EDD,1,,0.57452,0.51381,0.89432,,424725.04,19240.3,182066.02
276,276,COLOR_GROUP,1,,0.57452,0.51524,0.89681,,424725.04,18566.68,179925.33
276,276,LOAD_BALANCE,1,,0.57452,0.51381,0.89432,,424725.04,19140.49,181121.6
276,276,OPTIMIZED,1,,0.62833,0.59524,0.94733,,424746.37,4478.96,85035.74
277,277,EDD,1,,0.57095,0.50905,0.89158,,424794.46,19844.77,183029.84
277,277,COLOR_GROUP,1,,0.57095,0.50905,0.89158,,424794.46,19768.58,182327.09
277,277,LOAD_BALANCE,1,,0.57095,0.50905,0.89158,,424794.46,19833.03,182921.54
277,277,OPTIMIZED,1,,0.625,0.58929,0.94286,,424756.21,5210.78,91188.64
278,278,EDD,1,,0.57881,0.51214,0.88482,,424585.95,19941.91,173138.52
278,278,COLOR_GROUP,1,,0.57881,0.51214,0.88482,,424585.95,19940.66,173127.69
278,278,LOAD_BALANCE,1,,0.57881,0.51214,0.88482,,424585.95,19941.08,173131.31
278,278,OPTIMIZED,1,,0.62714,0.59238,0.94457,,424781.85,4726.56,85272.31
279,279,EDD,1,,0.57024,0.51452,0.9023,2228.3,424750.78,17490.28,179013.76
279,279,COLOR_GROUP,1,,0.57452,0.51452,0.89557,2625.49,424780.6,19585.73,187541.11
279,279,LOAD_BALANCE,1,,0.57024,0.51452,0.9023,2228.3,424750.78,17460.32,178707.1
279,279,OPTIMIZED,1,,0.61976,0.59071,0.95313,7087.89,424741.72,5103.69,108892.59
280,280,EDD,1,,0.57881,0.51405,0.88811,1384.2,424661.76,19940.12,178214.86
280,280,COLOR_GROUP,1,,0.57881,0.51405,0.88811,5433.04,424661.76,19769.5,176689.92
280,280,LOAD_BALANCE,1,,0.57881,0.51405,0.88811,1384.2,424661.76,19829.12,177222.73
280,280,OPTIMIZED,1,,0.62786,0.59524,0.94805,1250.1,424765.53,4312.83,83014.08
281,281,EDD,1,,0.57714,0.515,0.89233,61.96,424710.57,20274.23,188293.99
281,281,COLOR_GROUP,1,,0.57714,0.515,0.89233,61.96,424710.57,19236.5,178656.22
281,281,LOAD_BALANCE,1,,0.57714,0.515,0.89233,61.96,424710.57,20175.6,187378.02
281,281,OPTIMIZED,1,,0.62786,0.59524,0.94805,,424795.1,4440.8,85477.24
282,282,EDD,1,,0.58024,0.51548,0.88839,,424689.68,19760.09,177041.73
282,282,COLOR_GROUP,1,,0.58024,0.51548,0.88839,,424689.68,19749.91,176950.45
282,282,LOAD_BALANCE,1,,0.58024,0.51548,0.88839,,424689.68,19755.73,177002.62
282,282,OPTIMIZED,1,,0.62833,0.59357,0.94468,,424743.69,4633.38,83749.86
283,283,EDD,1,,0.57048,0.51595,0.90442,5467.39,424726.78,16851.41,176314.37
283,283,COLOR_GROUP,1,,0.57929,0.51595,0.89067,8244.02,424777.05,19933.52,182324.24
283,283,LOAD_BALANCE,1,,0.57238,0.51595,0.90141,4126.79,424686.65,17643.51,178966.21
283,283,OPTIMIZED,1,,0.6281,0.595,0.94731,2020.3,424773.59,4638.68,88034.87
284,284,EDD,1,,0.58143,0.50905,0.87551,4533.99,424743.26,21764.26,174829.97
284,284,COLOR_GROUP,1,,0.58143,0.51786,0.89066,11636.79,424743.26,19287.16,176401.7
284,284,LOAD_BALANCE,1,,0.58143,0.51024,0.87756,3722.46,424743.26,20521.55,167604.1
284,284,OPTIMIZED,1,,0.62833,0.59524,0.94733,3597.76,424764.74,4370.32,82973.24
285,285,EDD,1,,0.58,0.51452,0.88711,122.53,424745.78,19885.35,176148.08
285,285,COLOR_GROUP,1,,0.58,0.51452,0.88711,122.53,424745.78,19868.9,176002.37
285,285,LOAD_BALANCE,1,,0.58,0.51452,0.88711,,424745.78,19780.51,175219.33
285,285,OPTIMIZED,1,,0.6281,0.59571,0.94845,,424746.33,4218.98,81835.71
286,286,EDD,1,,0.58048,0.51571,0.88843,,424694.53,19584.96,175544.65
286,286,COLOR_GROUP,1,,0.58048,0.51571,0.88843,,424694.53,19544.47,175181.67
286,286,LOAD_BALANCE,1,,0.58048,0.51571,0.88843,,424694.53,19570.78,175417.55
286,286,OPTIMIZED,1,,0.62714,0.59405,0.94723,,424744.68,4391.47,83216.79
287,287,EDD,1,,0.58143,0.515,0.88575,,424765.2,20157.9,176435.77
287,287,COLOR_GROUP,1,,0.58143,0.515,0.88575,,424765.2,20131.21,176202.23
287,287,LOAD_BALANCE,1,,0.58143,0.515,0.88575,,424765.2,20152.76,176390.8
287,287,OPTIMIZED,1,,0.6281,0.595,0.94731,,424760.83,4307.13,81742.44
288,288,EDD,1,,0.56119,0.51452,0.91684,,424755.17,18832.02,226464.7
288,288,COLOR_GROUP,1,,0.56119,0.51452,0.91684,,424755.17,18770.05,225719.38
288,288,LOAD_BALANCE,1,,0.56119,0.51452,0.91684,,424755.17,18831.24,226455.29
288,288,OPTIMIZED,1,,0.61095,0.58,0.94934,,424741.44,6644.47,131151.61
289,289,EDD,1,,0.57929,0.515,0.88903,,424689.07,20290.01,182835.55
289,289,COLOR_GROUP,1,,0.57929,0.51524,0.88944,,424689.07,19362.48,175126.06
289,289,LOAD_BALANCE,1,,0.57929,0.515,0.88903,,424689.07,20243.3,182414.6
289,289,OPTIMIZED,1,,0.62786,0.59476,0.94729,,424779.49,4495.74,85289.77
290,290,EDD,1,,0.57786,0.51405,0.88958,,424651.64,19125.09,173196.2
290,290,COLOR_GROUP,1,,0.57786,0.51405,0.88958,,424651.64,19124.53,173191.13
290,290,LOAD_BALANCE,1,,0.57786,0.51405,0.88958,,424651.64,19102.92,172995.48
290,290,OPTIMIZED,1,,0.6269,0.59381,0.94721,,424790.42,4552.07,86227.32
291,291,EDD,1,,0.57119,0.51381,0.89954,1944.81,424788.65,18173.05,180900.98
291,291,COLOR_GROUP,1,,0.57381,0.51381,0.89544,1790.0,424768.44,18305.62,175065.64
291,291,LOAD_BALANCE,1,,0.57119,0.51381,0.89954,1944.81,424788.65,18155.99,180731.25
291,291,OPTIMIZED,1,,0.62667,0.595,0.94947,1964.34,424757.54,4223.36,83578.07
292,292,EDD,1,,0.57357,0.51405,0.89622,,424764.35,18077.48,174194.63
292,292,COLOR_GROUP,1,,0.57357,0.51405,0.89622,,424764.35,18026.72,173705.45
292,292,LOAD_BALANCE,1,,0.57357,0.51405,0.89622,,424764.35,18053.39,173962.49
292,292,OPTIMIZED,1,,0.62381,0.59405,0.95229,,424776.11,4255.45,89194.2
293,293,EDD,1,,0.57976,0.51381,0.88624,,424717.89,21016.84,184750.95
293,293,COLOR_GROUP,1,,0.57976,0.51381,0.88624,,424717.89,20183.09,177421.73
293,293,LOAD_BALANCE,1,,0.57976,0.51381,0.88624,,424717.89,20937.58,184054.16
293,293,OPTIMIZED,1,,0.6281,0.59571,0.94845,,424787.0,4187.23,81219.97
294,294,EDD,1,,0.5781,0.51429,0.88962,,424736.57,19598.08,177552.79
294,294,COLOR_GROUP,1,,0.5781,0.51429,0.88962,,424736.57,19595.01,177524.95
294,294,LOAD_BALANCE,1,,0.5781,0.51429,0.88962,,424736.57,19595.98,177533.77
294,294,OPTIMIZED,1,,0.6269,0.59333,0.94645,,424746.05,4601.22,85921.99
295,295,EDD,1,,0.57357,0.51405,0.89622,,424688.86,18581.88,179054.99
295,295,COLOR_GROUP,1,,0.57357,0.51405,0.89622,,424688.86,18581.08,179047.27
295,295,LOAD_BALANCE,1,,0.57357,0.51405,0.89622,,424688.86,18581.7,179053.29
295,295,OPTIMIZED,1,,0.62619,0.59452,0.94943,,424745.79,4274.81,84531.87
296,296,EDD,1,,0.57786,0.51405,0.88958,,424790.63,19549.21,177037.05
296,296,COLOR_GROUP,1,,0.57786,0.51405,0.88958,,424790.63,19531.4,176875.74
296,296,LOAD_BALANCE,1,,0.57786,0.51405,0.88958,,424790.63,19544.37,176993.19
296,296,OPTIMIZED,1,,0.6269,0.59452,0.94835,,424766.77,4315.16,83542.82
297,297,EDD,1,,0.57333,0.5119,0.89286,,424696.53,21153.58,197433.37
297,297,COLOR_GROUP,1,,0.57333,0.5119,0.89286,,424696.53,21039.33,196367.07
297,297,LOAD_BALANCE,1,,0.57333,0.5119,0.89286,,424696.53,21070.67,196659.56
297,297,OPTIMIZED,1,,0.62857,0.59548,0.94735,,424798.62,4382.46,83235.16
298,298,EDD,1,,0.57095,0.51429,0.90075,,424752.14,18199.32,183369.66
298,298,COLOR_GROUP,1,,0.57333,0.51429,0.89701,,424786.71,18520.92,179832.13
298,298,LOAD_BALANCE,1,,0.57095,0.51429,0.90075,,424752.14,18180.17,183176.71
298,298,OPTIMIZED,1,,0.6269,0.59476,0.94873,,424798.24,4459.73,86981.28
299,299,EDD,1,,0.57786,0.5131,0.88793,,424632.7,20064.71,179033.3
299,299,COLOR_GROUP,1,,0.57786,0.5131,0.88793,,424632.7,20062.7,179015.33
299,299,LOAD_BALANCE,1,,0.57786,0.5131,0.88793,,424632.7,20056.41,178959.17
299,299,OPTIMIZED,1,,0.62786,0.59429,0.94653,,424779.47,4497.26,84108.31
300,300,EDD,1,,0.57048,0.51024,0.89441,,424786.9,20849.65,197453.64
300,300,COLOR_GROUP,1,,0.57048,0.51024,0.89441,,424786.9,20665.41,195708.79
300,300,LOAD_BALANCE,1,,0.57048,0.51024,0.89441,,424786.9,20841.65,197377.82
300,300,OPTIMIZED,1,,0.62619,0.59238,0.94601,,424757.01,4755.11,88069.95
301,301,EDD,1,,0.57881,0.51452,0.88893,,424755.62,19320.95,173960.15
301,301,COLOR_GROUP,1,,0.57881,0.51452,0.88893,,424755.62,19012.66,171184.37
301,301,LOAD_BALANCE,1,,0.57881,0.51452,0.88893,,424755.62,19292.25,173701.69
301,301,OPTIMIZED,1,,0.62786,0.59452,0.94691,,424784.86,4384.03,82576.3
302,302,EDD,1,,0.57714,0.51452,0.8915,,424728.75,18973.73,174875.78
302,302,COLOR_GROUP,1,,0.57738,0.51452,0.89113,,424788.55,19093.41,175384.52
302,302,LOAD_BALANCE,1,,0.57714,0.51452,0.8915,,424728.75,18971.57,174855.83
302,302,OPTIMIZED,1,,0.62786,0.59452,0.94691,,424778.51,4294.76,80894.95
303,303,EDD,1,,0.57929,0.51452,0.8882,,424724.03,20043.51,179286.24
303,303,COLOR_GROUP,1,,0.57929,0.51452,0.8882,,424724.03,19656.5,175824.49
303,303,LOAD_BALANCE,1,,0.57929,0.51452,0.8882,,424724.03,19962.41,178560.8
303,303,OPTIMIZED,1,,0.62738,0.59381,0.94649,,424751.03,4504.37,84177.38
304,304,EDD,1,,0.57643,0.51357,0.89095,,424632.43,19644.77,180151.51
304,304,COLOR_GROUP,1,,0.57643,0.51357,0.89095,,424632.43,19293.22,176927.63
304,304,LOAD_BALANCE,1,,0.57643,0.51357,0.89095,,424632.43,19570.83,179473.38
304,304,OPTIMIZED,1,,0.62738,0.59381,0.94649,,424750.84,4547.82,84989.38
305,305,EDD,1,,0.57976,0.51429,0.88706,,424777.63,19961.46,176749.65
305,305,COLOR_GROUP,1,,0.57976,0.51429,0.88706,,424777.63,19956.43,176705.1
305,305,LOAD_BALANCE,1,,0.57976,0.51429,0.88706,,424777.63,19960.4,176740.23
305,305,OPTIMIZED,1,,0.62786,0.59405,0.94615,,424755.96,4649.72,86347.3
306,306,EDD,1,,0.57643,0.51381,0.89137,,424636.05,18993.37,174840.09
306,306,COLOR_GROUP,1,,0.57643,0.51381,0.89137,,424636.05,18957.71,174511.88
306,306,LOAD_BALANCE,1,,0.57643,0.51381,0.89137,,424636.05,18985.27,174765.52
306,306,OPTIMIZED,1,,0.62786,0.59476,0.94729,,424760.93,4389.16,83267.71
307,307,EDD,1,,0.55786,0.50095,0.89799,,419797.59,16927.98,165950.87
307,307,COLOR_GROUP,1,,0.55833,0.50143,0.89808,,420386.03,16903.74,165854.64
307,307,LOAD_BALANCE,1,,0.55786,0.50095,0.89799,,419797.59,16923.18,165903.78
307,307,OPTIMIZED,1,,0.60571,0.57167,0.94379,,420766.59,4794.14,85288.72
308,308,EDD,1,,0.57881,0.51333,0.88688,,424661.69,19629.55,173525.23
308,308,COLOR_GROUP,1,,0.57881,0.51452,0.88893,,424661.69,19534.08,175879.05
308,308,LOAD_BALANCE,1,,0.57881,0.51333,0.88688,,424661.69,19605.8,173315.31
308,308,OPTIMIZED,1,,0.62738,0.59429,0.94725,,424770.76,4321.83,81928.27
309,309,EDD,1,,0.57833,0.51524,0.8909,,424649.61,19122.61,175278.59
309,309,COLOR_GROUP,1,,0.57833,0.51524,0.8909,,424649.61,19117.26,175229.52
309,309,LOAD_BALANCE,1,,0.57833,0.51524,0.8909,,424649.61,19037.53,174498.76
309,309,OPTIMIZED,1,,0.62881,0.59429,0.9451,,424744.02,4470.74,81429.06
310,310,EDD,1,,0.57833,0.51452,0.88967,,424593.86,19275.06,174698.23
310,310,COLOR_GROUP,1,,0.57833,0.51452,0.88967,,424593.86,19270.88,174660.36
310,310,LOAD_BALANCE,1,,0.57833,0.51452,0.88967,,424593.86,19273.47,174683.85
310,310,OPTIMIZED,1,,0.62881,0.59619,0.94813,,424796.65,4222.54,81399.52
311,311,EDD,1,,0.5769,0.51452,0.89187,,424786.1,19083.12,176482.41
311,311,COLOR_GROUP,1,,0.5769,0.51452,0.89187,,424786.1,19078.91,176443.47
311,311,LOAD_BALANCE,1,,0.5769,0.51452,0.89187,,424786.1,19076.78,176423.82
311,311,OPTIMIZED,1,,0.62786,0.59452,0.94691,,424750.91,4392.89,82743.27
312,312,EDD,1,,0.57976,0.51452,0.88747,,424784.53,19530.65,173566.2
312,312,COLOR_GROUP,1,,0.57976,0.51452,0.88747,,424784.53,19238.12,170966.5
312,312,LOAD_BALANCE,1,,0.57976,0.51452,0.88747,,424784.53,19454.79,172892.01
312,312,OPTIMIZED,1,,0.62786,0.59476,0.94729,,424770.2,4233.03,80305.84
313,313,EDD,1,,0.57881,0.51524,0.89017,,424767.8,19388.85,176532.98
313,313,COLOR_GROUP,1,,0.57881,0.51524,0.89017,,424767.8,19387.94,176524.64
313,313,LOAD_BALANCE,1,,0.57881,0.51524,0.89017,,424767.8,19375.29,176409.45
313,313,OPTIMIZED,1,,0.62762,0.59405,0.94651,,424761.99,4523.1,84559.5
314,314,EDD,1,,0.56762,0.51595,0.90898,6108.53,424713.27,19062.0,209418.51
314,314,COLOR_GROUP,1,,0.57333,0.51643,0.90075,4615.21,424762.44,19444.9,195913.44
314,314,LOAD_BALANCE,1,,0.56762,0.51595,0.90898,6108.53,424713.27,18955.4,208247.31
314,314,OPTIMIZED,1,,0.62167,0.59071,0.95021,4863.66,424744.56,5691.06,114302.67
315,315,EDD,1,,0.57643,0.51524,0.89385,,424722.94,18547.05,174717.57
315,315,COLOR_GROUP,1,,0.57643,0.51524,0.89385,,424722.94,18546.37,174711.14
315,315,LOAD_BALANCE,1,,0.57643,0.51524,0.89385,,424722.94,18543.63,174685.32
315,315,OPTIMIZED,1,,0.62738,0.59476,0.94801,,424788.19,4453.86,85663.62
316,316,EDD,1,,0.57619,0.51452,0.89298,,424789.75,18473.21,172606.79
316,316,COLOR_GROUP,1,,0.57833,0.51452,0.88967,,424607.4,19238.15,174363.72
316,316,LOAD_BALANCE,1,,0.57619,0.51452,0.89298,,424789.75,18462.65,172508.17
316,316,OPTIMIZED,1,,0.6269,0.59548,0.94987,973.98,424771.86,4095.03,81683.46
317,317,EDD,1,,0.57619,0.51452,0.89298,,424728.38,19138.02,178818.61
317,317,COLOR_GROUP,1,,0.57619,0.51452,0.89298,,424728.38,19124.66,178693.71
317,317,LOAD_BALANCE,1,,0.57619,0.51452,0.89298,,424728.38,19122.49,178673.47
317,317,OPTIMIZED,1,,0.62833,0.59452,0.94619,,424797.84,4316.88,80227.04
318,318,EDD,1,,0.57095,0.51476,0.90158,,424765.66,17466.05,177472.87
318,318,COLOR_GROUP,1,,0.57095,0.51476,0.90158,,424765.66,17449.61,177305.82
318,318,LOAD_BALANCE,1,,0.57095,0.51476,0.90158,,424765.66,17460.11,177412.47
318,318,OPTIMIZED,1,,0.62524,0.59119,0.94554,,424765.34,4403.2,80858.8
319,319,EDD,1,,0.57786,0.51524,0.89164,,424787.27,18758.89,173109.63
319,319,COLOR_GROUP,1,,0.57786,0.51524,0.89164,,424787.27,18744.21,172974.11
319,319,LOAD_BALANCE,1,,0.57786,0.51524,0.89164,,424787.27,18757.05,173092.62
319,319,OPTIMIZED,1,,0.62571,0.595,0.95091,,424797.81,4287.54,87346.26
320,320,EDD,1,,0.57786,0.51452,0.8904,,424665.26,19056.33,173871.13
320,320,COLOR_GROUP,1,,0.57786,0.51452,0.8904,,424665.26,19054.39,173853.38
320,320,LOAD_BALANCE,1,,0.57786,0.51452,0.8904,,424665.26,19052.81,173839.01
320,320,OPTIMIZED,1,,0.62857,0.59476,0.94621,,424780.47,4295.49,79859.86
321,321,EDD,1,,0.57881,0.51524,0.89017,,424712.31,19043.56,173389.1
321,321,COLOR_GROUP,1,,0.57881,0.51524,0.89017,,424712.31,19027.78,173245.43
321,321,LOAD_BALANCE,1,,0.57881,0.51524,0.89017,,424712.31,19013.37,173114.25
321,321,OPTIMIZED,1,,0.62667,0.59333,0.94681,,424772.05,4531.21,85186.77
322,322,EDD,1,,0.58024,0.51619,0.88962,,424714.61,18803.08,170346.16
322,322,COLOR_GROUP,1,,0.58024,0.51619,0.88962,,424714.61,18704.33,169451.47
322,322,LOAD_BALANCE,1,,0.58024,0.51619,0.88962,,424714.61,18754.2,169903.31
322,322,OPTIMIZED,1,,0.62786,0.59452,0.94691,,424750.27,4299.55,80985.13
323,323,EDD,1,,0.5769,0.51452,0.89187,,424647.75,19232.73,177866.08
323,323,COLOR_GROUP,1,,0.5769,0.51452,0.89187,,424647.75,19105.64,176690.74
323,323,LOAD_BALANCE,1,,0.5769,0.51452,0.89187,,424647.75,19232.2,177861.18
323,323,OPTIMIZED,1,,0.6281,0.595,0.94731,,424773.79,4353.54,82623.35
324,324,EDD,1,,0.57667,0.51048,0.88522,,424775.39,21012.0,183061.42
324,324,COLOR_GROUP,1,,0.57667,0.51238,0.88852,,424775.39,20257.55,181717.71
324,324,LOAD_BALANCE,1,,0.57667,0.51048,0.88522,,424775.39,20667.46,180059.65
324,324,OPTIMIZED,1,,0.62548,0.59071,0.94442,,424771.17,5340.03,96083.94
325,325,EDD,1,,0.57357,0.51619,0.89996,,424672.35,20748.84,207402.31
325,325,COLOR_GROUP,1,,0.57357,0.51619,0.89996,,424672.35,20271.15,202627.36
325,325,LOAD_BALANCE,1,,0.57357,0.51619,0.89996,,424672.35,20702.91,206943.17
325,325,OPTIMIZED,1,,0.625,0.58976,0.94362,,424772.09,4989.86,88502.51
326,326,EDD,1,,0.58024,0.51524,0.88798,,424764.15,20362.47,181770.44
326,326,COLOR_GROUP,1,,0.58024,0.51524,0.88798,,424764.15,20290.83,181130.96
326,326,LOAD_BALANCE,1,,0.58024,0.51524,0.88798,,424764.15,20361.51,181761.9
326,326,OPTIMIZED,1,,0.62833,0.59524,0.94733,,424779.19,4437.42,84247.21
327,327,EDD,1,,0.58024,0.51429,0.88634,,424737.09,20783.4,182848.91
327,327,COLOR_GROUP,1,,0.58024,0.51429,0.88634,,424737.09,20748.35,182540.55
327,327,LOAD_BALANCE,1,,0.58024,0.51429,0.88634,,424737.09,20758.93,182633.65
327,327,OPTIMIZED,1,,0.62667,0.59333,0.94681,6.25,424758.09,4711.6,88578.07
328,328,EDD,1,,0.58024,0.51452,0.88675,,424761.65,19937.09,176038.71
328,328,COLOR_GROUP,1,,0.58024,0.51452,0.88675,,424761.65,19773.67,174595.8
328,328,LOAD_BALANCE,1,,0.58024,0.51452,0.88675,,424761.65,19910.53,175804.2
328,328,OPTIMIZED,1,,0.62762,0.59548,0.94879,,424762.3,4143.11,80897.97
