sample_idx,seed,strategy,ok,error,completion_rate,overall_on_time_rate,conditional_on_time_rate,blocked_sec,makespan,mean_tardy_over_completed_sec,mean_tardy_over_late_sec
524,524,LOAD_BALANCE,1,,0.57833,0.51381,0.88843,,424696.26,19776.33,177257.24
524,524,OPTIMIZED,1,,0.62714,0.595,0.94875,,424780.66,4257.84,83075.22
525,525,EDD,1,,0.5719,0.51452,0.89967,31432.92,424635.39,20889.97,208206.29
525,525,COLOR_GROUP,1,,0.57333,0.51452,0.89743,30895.88,424687.02,20031.7,195288.78
525,525,LOAD_BALANCE,1,,0.5719,0.51452,0.89967,31432.92,424635.39,20864.96,207956.99
525,525,OPTIMIZED,1,,0.62571,0.58857,0.94064,30924.06,424771.99,4922.93,82932.35
526,526,EDD,1,,0.57714,0.515,0.89233,,424711.74,19153.74,177887.57
526,526,COLOR_GROUP,1,,0.57881,0.515,0.88976,,424752.23,19504.04,176919.1
526,526,LOAD_BALANCE,1,,0.57714,0.515,0.89233,,424711.74,19149.46,177847.84
526,526,OPTIMIZED,1,,0.62714,0.59452,0.94799,,424754.53,4387.52,84355.74
527,527,EDD,1,,0.57833,0.51452,0.88967,,424704.78,19554.63,177232.05
527,527,COLOR_GROUP,1,,0.57833,0.51452,0.88967,,424704.78,19554.01,177226.41
527,527,LOAD_BALANCE,1,,0.57833,0.51452,0.88967,,424704.78,19510.02,176827.78
527,527,OPTIMIZED,1,,0.6281,0.59548,0.94807,,424757.32,4194.32,80763.53
528,528,EDD,1,,0.58071,0.51405,0.8852,,424780.93,20781.0,181017.39
528,528,COLOR_GROUP,1,,0.58071,0.51405,0.8852,,424780.93,20635.91,179753.5
528,528,LOAD_BALANCE,1,,0.58071,0.51405,0.8852,,424780.93,20770.39,180924.9
528,528,OPTIMIZED,1,,0.62762,0.59476,0.94765,,424757.65,4324.9,82611.93
529,529,EDD,1,,0.57357,0.51476,0.89747,,424785.45,17090.69,166686.08
529,529,COLOR_GROUP,1,,0.57881,0.51548,0.89058,,424708.19,19645.73,179544.21
529,529,LOAD_BALANCE,1,,0.57357,0.51476,0.89747,,424785.45,17088.91,166668.77
529,529,OPTIMIZED,1,,0.62738,0.59429,0.94725,,424779.87,4144.32,78563.18
530,530,EDD,1,,0.5769,0.51524,0.89311,,424695.82,19222.67,179832.14
530,530,COLOR_GROUP,1,,0.5769,0.51524,0.89311,,424695.82,19221.18,179818.23
530,530,LOAD_BALANCE,1,,0.5769,0.51524,0.89311,,424695.82,19220.06,179807.74
530,530,OPTIMIZED,1,,0.62643,0.59524,0.95021,,424775.33,4525.1,90881.98
531,531,EDD,1,,0.57262,0.51381,0.8973,685.94,424785.65,19562.76,190479.5
531,531,COLOR_GROUP,1,,0.57048,0.51381,0.90067,543.5,424628.14,17735.48,178547.09
531,531,LOAD_BALANCE,1,,0.57262,0.51381,0.8973,685.94,424785.65,19544.54,190302.06
531,531,OPTIMIZED,1,,0.6269,0.59452,0.94835,763.43,424794.08,4410.04,85379.63
532,532,EDD,1,,0.57905,0.51405,0.88775,,424749.21,20788.05,185188.79
532,532,COLOR_GROUP,1,,0.57905,0.51405,0.88775,,424749.21,19865.1,176966.72
532,532,LOAD_BALANCE,1,,0.57905,0.51405,0.88775,,424749.21,20726.8,184643.12
532,532,OPTIMIZED,1,,0.62833,0.59452,0.94619,,424783.91,4450.49,82710.22
533,533,EDD,1,,0.57333,0.51476,0.89784,,424734.96,16916.49,165589.1
533,533,COLOR_GROUP,1,,0.57333,0.51476,0.89784,,424734.96,16909.34,165519.07
533,533,LOAD_BALANCE,1,,0.57333,0.51476,0.89784,,424734.96,16898.15,165409.51
533,533,OPTIMIZED,1,,0.62595,0.5931,0.94751,,424752.75,4242.22,80817.44
534,534,EDD,1,,0.57214,0.51214,0.89513,,424755.42,17361.21,165551.52
534,534,COLOR_GROUP,1,,0.57214,0.51381,0.89804,,424755.42,16744.76,164235.33
534,534,LOAD_BALANCE,1,,0.57214,0.51214,0.89513,,424755.42,17318.72,165146.36
534,534,OPTIMIZED,1,,0.62405,0.59214,0.94887,,424756.2,3504.74,68551.71
535,535,EDD,1,,0.57571,0.51214,0.88958,,424748.09,19888.86,180117.14
535,535,COLOR_GROUP,1,,0.57571,0.51571,0.89578,,424748.09,19576.16,187837.95
535,535,LOAD_BALANCE,1,,0.57571,0.51214,0.88958,,424748.09,19858.3,179840.29
535,535,OPTIMIZED,1,,0.62476,0.59143,0.94665,,424799.84,4955.06,92871.97
536,536,EDD,1,,0.57333,0.51333,0.89535,,424790.18,16542.8,158075.65
536,536,COLOR_GROUP,1,,0.58143,0.51452,0.88493,,424662.41,19747.01,171609.25
536,536,LOAD_BALANCE,1,,0.57333,0.51333,0.89535,,424790.18,16479.15,157467.43
536,536,OPTIMIZED,1,,0.62167,0.59119,0.95098,168.35,424740.28,3848.13,78495.8
537,537,EDD,1,,0.57,0.51619,0.9056,,424765.56,19525.19,206828.79
537,537,COLOR_GROUP,1,,0.57,0.51619,0.9056,,424765.56,19479.88,206348.85
537,537,LOAD_BALANCE,1,,0.57,0.51619,0.9056,,424765.56,19519.26,206765.98
537,537,OPTIMIZED,1,,0.62119,0.59071,0.95094,,424761.24,5642.21,115004.07
538,538,EDD,1,,0.56976,0.51548,0.90472,5343.88,424744.64,20266.97,212714.32
538,538,COLOR_GROUP,1,,0.57048,0.51548,0.90359,5239.73,424623.03,19358.89,200796.12
538,538,LOAD_BALANCE,1,,0.56976,0.51548,0.90472,5343.88,424744.64,20213.46,212152.67
538,538,OPTIMIZED,1,,0.62357,0.5919,0.94922,4868.69,424796.98,5366.02,105666.15
539,539,EDD,1,,0.57595,0.51429,0.89293,2850.44,424633.07,19349.33,180718.25
539,539,COLOR_GROUP,1,,0.5769,0.51452,0.89187,4993.13,424711.13,19307.28,178555.45
539,539,LOAD_BALANCE,1,,0.5769,0.51429,0.89146,2842.98,424711.13,19610.74,180672.33
539,539,OPTIMIZED,1,,0.62738,0.595,0.94839,3051.22,424738.8,4353.03,84340.03
540,540,EDD,1,,0.57976,0.51548,0.88912,,424727.1,19198.91,173145.69
540,540,COLOR_GROUP,1,,0.57976,0.51548,0.88912,,424727.1,19145.32,172662.44
540,540,LOAD_BALANCE,1,,0.57976,0.51548,0.88912,,424727.1,19188.0,173047.31
540,540,OPTIMIZED,1,,0.6269,0.59381,0.94721,,424764.01,4465.8,84593.19
541,541,EDD,1,,0.57643,0.51405,0.89178,,424659.71,19394.56,179214.61
541,541,COLOR_GROUP,1,,0.57643,0.51452,0.89261,,424659.71,18460.31,171893.9
541,541,LOAD_BALANCE,1,,0.57643,0.51405,0.89178,,424659.71,19291.81,178265.12
541,541,OPTIMIZED,1,,0.62667,0.59381,0.94757,,424765.82,4465.13,85161.09
542,542,EDD,1,,0.56952,0.51452,0.90343,,424671.19,15773.82,163337.53
542,542,COLOR_GROUP,1,,0.56952,0.51452,0.90343,,424671.19,15551.22,161032.5
542,542,LOAD_BALANCE,1,,0.56952,0.51452,0.90343,,424671.19,15718.91,162768.99
542,542,OPTIMIZED,1,,0.62405,0.59238,0.94926,,424781.87,4266.52,84079.31
543,543,EDD,1,,0.58024,0.51405,0.88593,1231.03,424740.68,19612.6,171927.73
543,543,COLOR_GROUP,1,,0.58024,0.51571,0.8888,4828.01,424740.68,19502.94,175382.55
543,543,LOAD_BALANCE,1,,0.58024,0.51405,0.88593,1231.03,424740.68,19581.37,171653.99
543,543,OPTIMIZED,1,,0.62881,0.59452,0.94548,1188.5,424757.06,4365.17,80058.46
544,544,EDD,1,,0.57405,0.51476,0.89672,,424720.16,17645.74,170858.95
544,544,COLOR_GROUP,1,,0.57405,0.51476,0.89672,,424720.16,17642.39,170826.52
544,544,LOAD_BALANCE,1,,0.57405,0.51476,0.89672,,424720.16,17645.3,170854.69
544,544,OPTIMIZED,1,,0.62429,0.59143,0.94737,,424781.26,3809.46,72379.72
545,545,EDD,1,,0.57571,0.51405,0.89289,,424710.29,19393.12,181052.36
545,545,COLOR_GROUP,1,,0.57571,0.51405,0.89289,,424710.29,19393.12,181052.36
545,545,LOAD_BALANCE,1,,0.57571,0.51405,0.89289,,424710.29,19393.05,181051.69
545,545,OPTIMIZED,1,,0.62738,0.59476,0.94801,,424778.02,4356.86,83798.06
546,546,EDD,1,,0.55643,0.5131,0.92212,,424749.39,14061.4,180557.65
546,546,COLOR_GROUP,1,,0.56071,0.5131,0.91507,,424712.34,16028.5,188735.6
546,546,LOAD_BALANCE,1,,0.55643,0.5131,0.92212,,424749.39,14046.62,180367.92
546,546,OPTIMIZED,1,,0.61762,0.59286,0.95991,,424766.68,4899.73,122210.54
547,547,EDD,1,,0.57405,0.51262,0.89299,,424633.7,19458.03,181834.57
547,547,COLOR_GROUP,1,,0.57405,0.51262,0.89299,,424633.7,19275.88,180132.35
547,547,LOAD_BALANCE,1,,0.57405,0.51262,0.89299,,424633.7,19452.47,181782.62
547,547,OPTIMIZED,1,,0.62738,0.59452,0.94763,,424754.2,4299.2,82089.84
548,548,EDD,1,,0.57,0.50833,0.89181,,424598.14,20232.03,187009.54
548,548,COLOR_GROUP,1,,0.57,0.50833,0.89181,,424598.14,20231.92,187008.54
548,548,LOAD_BALANCE,1,,0.57,0.50833,0.89181,,424598.14,20228.59,186977.81
548,548,OPTIMIZED,1,,0.62143,0.58738,0.94521,,424781.19,5825.38,106323.4
549,549,EDD,1,,0.56762,0.51524,0.90772,,424797.0,19372.66,209929.22
549,549,COLOR_GROUP,1,,0.56762,0.51524,0.90772,,424797.0,19333.97,209509.97
549,549,LOAD_BALANCE,1,,0.56762,0.51524,0.90772,,424797.0,19340.55,209581.25
549,549,OPTIMIZED,1,,0.61643,0.58952,0.95635,,424748.76,6239.13,142947.84
550,550,EDD,1,,0.57571,0.51452,0.89371,,424726.09,19460.68,183097.0
550,550,COLOR_GROUP,1,,0.57571,0.51452,0.89371,,424726.09,19453.45,183028.96
550,550,LOAD_BALANCE,1,,0.57571,0.51452,0.89371,,424726.09,19397.89,182506.17
550,550,OPTIMIZED,1,,0.62714,0.59452,0.94799,,424778.8,4432.87,85227.54
551,551,EDD,1,,0.57881,0.515,0.88976,,424694.26,19505.88,176935.78
551,551,COLOR_GROUP,1,,0.57881,0.515,0.88976,,424694.26,19251.67,174629.93
551,551,LOAD_BALANCE,1,,0.57881,0.515,0.88976,,424694.26,19502.64,176906.4
551,551,OPTIMIZED,1,,0.62762,0.59476,0.94765,,424753.02,4474.27,85465.13
552,552,EDD,1,,0.58024,0.51381,0.88551,,424767.62,20739.89,181158.1
552,552,COLOR_GROUP,1,,0.58024,0.51524,0.88798,,424767.62,19581.64,174800.19
552,552,LOAD_BALANCE,1,,0.58024,0.51381,0.88551,,424767.62,20677.56,180613.64
552,552,OPTIMIZED,1,,0.62786,0.59476,0.94729,,424764.75,4376.79,83033.08
553,553,EDD,1,,0.57881,0.51429,0.88852,,424686.94,20109.81,180394.64
553,553,COLOR_GROUP,1,,0.57881,0.51429,0.88852,,424686.94,20109.81,180394.61
553,553,LOAD_BALANCE,1,,0.57881,0.51429,0.88852,,424686.94,20092.96,180243.47
553,553,OPTIMIZED,1,,0.6269,0.59476,0.94873,,424776.48,4252.02,82930.13
554,554,EDD,1,,0.57881,0.51452,0.88893,,424665.27,19361.12,174321.8
554,554,COLOR_GROUP,1,,0.57881,0.51452,0.88893,,424665.27,19310.95,173870.08
554,554,LOAD_BALANCE,1,,0.57881,0.51452,0.88893,,424665.27,19351.51,174235.22
554,554,OPTIMIZED,1,,0.62429,0.59452,0.95233,,424781.47,4181.56,87712.47
555,555,EDD,1,,0.57595,0.51357,0.89169,,424787.45,19386.98,178996.59
555,555,COLOR_GROUP,1,,0.57595,0.51357,0.89169,,424787.45,19383.93,178968.41
555,555,LOAD_BALANCE,1,,0.57595,0.51357,0.89169,,424787.45,19382.78,178957.81
555,555,OPTIMIZED,1,,0.62738,0.59476,0.94801,,424799.52,4353.01,83723.96
556,556,EDD,1,,0.57833,0.51381,0.88843,,424601.67,19822.51,177671.09
556,556,COLOR_GROUP,1,,0.57833,0.51381,0.88843,,424601.67,19738.49,176918.09
556,556,LOAD_BALANCE,1,,0.57833,0.51381,0.88843,,424601.67,19797.15,177443.84
556,556,OPTIMIZED,1,,0.62762,0.59357,0.94575,,424750.47,4531.12,83524.75
557,557,EDD,1,,0.57357,0.515,0.89788,,424661.27,19625.47,192186.05
557,557,COLOR_GROUP,1,,0.57357,0.515,0.89788,,424661.27,19468.8,190651.82
557,557,LOAD_BALANCE,1,,0.57357,0.515,0.89788,,424661.27,19613.15,192065.37
557,557,OPTIMIZED,1,,0.625,0.59357,0.94971,,424782.59,4632.57,92124.97
558,558,EDD,1,,0.57548,0.51381,0.89284,,424776.06,18746.83,174946.27
558,558,COLOR_GROUP,1,,0.57595,0.51381,0.8921,,424733.56,18977.47,175887.0
558,558,LOAD_BALANCE,1,,0.57548,0.51381,0.89284,,424776.06,18741.87,174900.0
558,558,OPTIMIZED,1,,0.62619,0.59357,0.94791,,424779.13,4274.76,82062.94
559,559,EDD,1,,0.57786,0.51452,0.8904,,424666.51,19517.94,178082.83
559,559,COLOR_GROUP,1,,0.57786,0.51452,0.8904,,424666.51,19489.89,177826.94
559,559,LOAD_BALANCE,1,,0.57786,0.51452,0.8904,,424666.51,19516.2,178067.03
559,559,OPTIMIZED,1,,0.62738,0.59429,0.94725,,424771.38,4387.67,83176.41
560,560,EDD,1,,0.57119,0.51476,0.90121,,424727.94,19934.55,201784.78
560,560,COLOR_GROUP,1,,0.57119,0.51476,0.90121,,424727.94,19914.63,201583.12
560,560,LOAD_BALANCE,1,,0.57119,0.51476,0.90121,,424727.94,19864.16,201072.24
560,560,OPTIMIZED,1,,0.62476,0.58857,0.94207,,424787.08,5098.61,88018.16
561,561,EDD,1,,0.58429,0.51262,0.87734,,424711.11,20809.13,169653.21
561,561,COLOR_GROUP,1,,0.58429,0.51548,0.88223,,424711.11,20388.1,173122.49
561,561,LOAD_BALANCE,1,,0.58429,0.51262,0.87734,,424711.11,20684.31,168635.5
561,561,OPTIMIZED,1,,0.62786,0.59381,0.94577,,424779.39,4565.11,84183.13
562,562,EDD,1,,0.57833,0.51452,0.88967,,424602.39,19413.79,175955.58
562,562,COLOR_GROUP,1,,0.57833,0.51452,0.88967,,424602.39,19391.45,175753.08
562,562,LOAD_BALANCE,1,,0.57833,0.51452,0.88967,,424602.39,19392.23,175760.17
562,562,OPTIMIZED,1,,0.6281,0.59548,0.94807,,424778.92,4351.65,83793.16
563,563,EDD,1,,0.57357,0.51452,0.89705,3639.71,424684.07,19816.97,192496.25
563,563,COLOR_GROUP,1,,0.57357,0.51452,0.89705,6737.59,424684.07,18352.73,178273.06
563,563,LOAD_BALANCE,1,,0.57357,0.51452,0.89705,3448.68,424684.07,19262.61,187111.42
563,563,OPTIMIZED,1,,0.62714,0.59429,0.94761,3735.51,424776.48,4341.21,82860.43
564,564,EDD,1,,0.57143,0.51143,0.895,,420738.36,17799.84,169522.24
564,564,COLOR_GROUP,1,,0.57143,0.51143,0.895,,420738.36,17785.45,169385.21
564,564,LOAD_BALANCE,1,,0.57143,0.51143,0.895,,420738.36,17798.12,169505.93
564,564,OPTIMIZED,1,,0.61619,0.58238,0.94513,,420569.19,4438.38,80890.98
565,565,EDD,1,,0.57238,0.51381,0.89767,1900.8,424742.61,17588.05,171876.72
565,565,COLOR_GROUP,1,,0.57548,0.51381,0.89284,1658.15,424712.76,18876.67,176157.94
565,565,LOAD_BALANCE,1,,0.57238,0.51381,0.89767,1900.8,424742.61,17585.17,171848.59
565,565,OPTIMIZED,1,,0.62762,0.59571,0.94917,1393.03,424757.03,4122.59,81098.18
566,566,EDD,1,,0.58119,0.51429,0.88488,,424611.4,20151.92,175056.37
566,566,COLOR_GROUP,1,,0.58119,0.51452,0.88529,,424611.4,20111.28,175327.3
566,566,LOAD_BALANCE,1,,0.58119,0.51429,0.88488,,424611.4,20059.53,174253.81
566,566,OPTIMIZED,1,,0.62762,0.59452,0.94727,,424758.16,4291.5,81384.04
567,567,EDD,1,,0.57357,0.50619,0.88252,7147.39,424767.16,20676.32,176004.48
567,567,COLOR_GROUP,1,,0.57405,0.51262,0.89299,15421.66,424613.19,19255.66,179943.38
567,567,LOAD_BALANCE,1,,0.57333,0.50595,0.88248,5831.93,424779.76,20211.1,171972.88
567,567,OPTIMIZED,1,,0.62571,0.59286,0.94749,5654.85,424764.87,4863.67,92621.2
568,568,EDD,1,,0.57929,0.51381,0.88697,3807.15,424682.71,20362.39,180151.59
568,568,COLOR_GROUP,1,,0.57929,0.51381,0.88697,3709.96,424682.71,20186.96,178599.55
568,568,LOAD_BALANCE,1,,0.57929,0.51381,0.88697,3657.96,424682.71,20380.93,180315.68
568,568,OPTIMIZED,1,,0.62881,0.59238,0.94207,3963.4,424788.2,4513.41,77907.95
569,569,EDD,1,,0.58214,0.51524,0.88507,,424737.25,19559.01,170184.27
569,569,COLOR_GROUP,1,,0.58214,0.51619,0.88671,,424737.25,19479.65,171941.3
569,569,LOAD_BALANCE,1,,0.58214,0.51524,0.88507,,424737.25,19555.36,170152.48
569,569,OPTIMIZED,1,,0.6281,0.595,0.94731,,424756.62,4368.83,82913.45
570,570,EDD,1,,0.57452,0.51024,0.88811,33.46,424771.53,20488.12,183103.09
570,570,COLOR_GROUP,1,,0.57452,0.51024,0.88811,33.46,424771.53,20434.68,182625.51
570,570,LOAD_BALANCE,1,,0.57452,0.51024,0.88811,,424771.53,20229.47,180791.51
570,570,OPTIMIZED,1,,0.62667,0.59381,0.94757,85.25,424761.44,4590.5,87552.14
571,571,EDD,1,,0.57976,0.515,0.8883,1037.74,424759.61,21377.32,191374.18
571,571,COLOR_GROUP,1,,0.57976,0.515,0.8883,794.44,424740.1,19720.2,176539.31
571,571,LOAD_BALANCE,1,,0.57976,0.515,0.8883,1037.74,424759.61,21275.08,190458.88
571,571,OPTIMIZED,1,,0.6281,0.59405,0.94579,728.79,424754.92,4308.37,79478.86
572,572,EDD,1,,0.56881,0.50595,0.88949,2310.75,424726.4,18952.37,171504.57
572,572,COLOR_GROUP,1,,0.57143,0.51,0.8925,2310.75,424793.52,18987.42,176627.13
572,572,LOAD_BALANCE,1,,0.56881,0.50595,0.88949,2310.75,424726.4,18846.82,170549.44
572,572,OPTIMIZED,1,,0.62071,0.58548,0.94323,2224.08,424790.1,5113.34,90070.74
573,573,EDD,1,,0.56857,0.51429,0.90452,,424661.49,14575.69,152661.19
573,573,COLOR_GROUP,1,,0.56857,0.51429,0.90452,,424661.49,14573.45,152637.71
573,573,LOAD_BALANCE,1,,0.56857,0.51429,0.90452,,424661.49,14572.27,152625.35
573,573,OPTIMIZED,1,,0.62167,0.58833,0.94638,,424765.19,4349.0,81108.89
574,574,EDD,1,,0.57643,0.51429,0.89219,,424767.89,20249.69,187833.36
574,574,COLOR_GROUP,1,,0.57881,0.51429,0.88852,,424763.77,20107.19,180371.12
574,574,LOAD_BALANCE,1,,0.57643,0.51429,0.89219,,424767.89,20211.43,187478.43
574,574,OPTIMIZED,1,,0.62786,0.59452,0.94691,,424794.08,4519.23,85123.0
575,575,EDD,1,,0.58214,0.51452,0.88384,,424783.55,20598.95,177339.54
575,575,COLOR_GROUP,1,,0.58214,0.51452,0.88384,,424783.55,20594.03,177297.17
575,575,LOAD_BALANCE,1,,0.58214,0.51452,0.88384,,424783.55,20594.42,177300.51
575,575,OPTIMIZED,1,,0.6281,0.595,0.94731,,424781.95,4365.89,82857.59
576,576,EDD,1,,0.57476,0.51286,0.89229,1126.52,424676.75,18786.56,174426.01
576,576,COLOR_GROUP,1,,0.5781,0.51429,0.88962,6030.17,424790.54,19624.28,177790.09
576,576,LOAD_BALANCE,1,,0.57476,0.51286,0.89229,1126.52,424676.75,18681.32,173448.83
576,576,OPTIMIZED,1,,0.62381,0.59071,0.94695,1004.51,424796.31,4386.6,82682.73
577,577,EDD,1,,0.57,0.51548,0.90434,,424799.07,19604.47,204948.04
577,577,COLOR_GROUP,1,,0.57,0.51548,0.90434,,424799.07,19603.98,204942.97
577,577,LOAD_BALANCE,1,,0.57,0.51548,0.90434,,424799.07,19593.1,204829.18
577,577,OPTIMIZED,1,,0.62119,0.58786,0.94634,,424742.62,5110.11,95230.62
578,578,EDD,1,,0.57405,0.51214,0.89216,2429.8,424591.36,19539.98,181195.73
578,578,COLOR_GROUP,1,,0.57405,0.51214,0.89216,3916.74,424591.36,19480.78,180646.79
578,578,LOAD_BALANCE,1,,0.57405,0.51214,0.89216,1569.84,424591.36,19405.31,179946.94
578,578,OPTIMIZED,1,,0.6269,0.59357,0.94683,1559.49,424784.47,4697.3,88342.76
579,579,EDD,1,,0.57881,0.515,0.88976,,424663.0,19391.62,175899.37
579,579,COLOR_GROUP,1,,0.57881,0.515,0.88976,,424663.0,19373.43,175734.34
579,579,LOAD_BALANCE,1,,0.57881,0.515,0.88976,,424663.0,19381.54,175807.96
579,579,OPTIMIZED,1,,0.6281,0.59429,0.94617,,424753.91,4334.89,80531.2
580,580,EDD,1,,0.57881,0.51524,0.89017,,424643.86,19333.08,176025.14
580,580,COLOR_GROUP,1,,0.57881,0.51595,0.8914,,424643.86,19239.73,177165.82
580,580,LOAD_BALANCE,1,,0.57881,0.51524,0.89017,,424643.86,19321.16,175916.66
580,580,OPTIMIZED,1,,0.62833,0.59452,0.94619,,424783.84,4322.22,80326.31
581,581,EDD,1,,0.57881,0.51333,0.88688,,424776.44,19740.57,174506.6
581,581,COLOR_GROUP,1,,0.57881,0.51524,0.89017,,424776.44,19459.03,177171.88
581,581,LOAD_BALANCE,1,,0.57881,0.51333,0.88688,,424776.44,19686.4,174027.75
581,581,OPTIMIZED,1,,0.62738,0.59333,0.94573,,424763.53,4366.97,80468.29
582,582,EDD,1,,0.57214,0.515,0.90012,,424734.31,18872.92,188965.14
582,582,COLOR_GROUP,1,,0.57214,0.515,0.90012,,424734.31,18870.8,188943.9
582,582,LOAD_BALANCE,1,,0.57214,0.515,0.90012,,424734.31,18871.95,188955.42
582,582,OPTIMIZED,1,,0.62571,0.59333,0.94825,,424792.11,4697.99,90781.71
583,583,EDD,1,,0.57929,0.51476,0.88861,,424789.53,19720.63,177049.05
583,583,COLOR_GROUP,1,,0.57929,0.51524,0.88944,,424789.53,19697.8,178158.92
583,583,LOAD_BALANCE,1,,0.57929,0.51476,0.88861,,424789.53,19716.44,177011.41
583,583,OPTIMIZED,1,,0.62762,0.59452,0.94727,,424774.41,4414.75,83721.38
584,584,EDD,1,,0.5769,0.51452,0.89187,,424656.37,18750.05,173402.2
584,584,COLOR_GROUP,1,,0.5769,0.51452,0.89187,,424656.37,18678.77,172743.01
584,584,LOAD_BALANCE,1,,0.5769,0.51452,0.89187,,424656.37,18735.44,173267.03
584,584,OPTIMIZED,1,,0.62595,0.59548,0.95131,,424769.33,3798.21,78011.6
585,585,EDD,1,,0.57929,0.51452,0.8882,,424703.5,19189.39,171646.25
585,585,COLOR_GROUP,1,,0.57929,0.51476,0.88861,,424703.5,19145.66,171887.03
585,585,LOAD_BALANCE,1,,0.57929,0.51452,0.8882,,424703.5,19145.73,171255.72
585,585,OPTIMIZED,1,,0.6281,0.59405,0.94579,,424770.1,4442.5,81953.29
586,586,EDD,1,,0.58214,0.51405,0.88303,,424772.1,20342.84,173909.95
586,586,COLOR_GROUP,1,,0.58214,0.51405,0.88303,,424772.1,20333.24,173827.9
586,586,LOAD_BALANCE,1,,0.58214,0.51405,0.88303,,424772.1,20321.62,173728.58
586,586,OPTIMIZED,1,,0.6281,0.595,0.94731,,424734.86,4433.07,84132.59
587,587,EDD,1,,0.5669,0.51571,0.9097,32936.09,424619.48,14133.66,156522.07
587,587,COLOR_GROUP,1,,0.57262,0.51571,0.90062,32198.24,424762.61,16779.04,168843.47
587,587,LOAD_BALANCE,1,,0.5669,0.51571,0.9097,32936.09,424619.48,14133.42,156519.36
587,587,OPTIMIZED,1,,0.62357,0.58833,0.94349,32363.2,424778.94,3732.12,66043.48
588,588,EDD,1,,0.58024,0.515,0.88757,,424724.18,19508.48,173511.52
588,588,COLOR_GROUP,1,,0.58024,0.515,0.88757,,424724.18,19499.93,173435.5
588,588,LOAD_BALANCE,1,,0.58024,0.515,0.88757,,424724.18,19506.48,173493.77
588,588,OPTIMIZED,1,,0.6269,0.59405,0.94759,,424733.5,4346.6,82931.82
589,589,EDD,1,,0.57214,0.51452,0.89929,,424758.72,17275.0,171536.45
589,589,COLOR_GROUP,1,,0.57214,0.51452,0.89929,,424656.94,17274.82,171534.64
589,589,LOAD_BALANCE,1,,0.57214,0.51452,0.89929,,424758.72,17274.68,171533.28
589,589,OPTIMIZED,1,,0.62429,0.595,0.95309,,424766.09,4216.37,89880.57
590,590,EDD,1,,0.57952,0.51524,0.88907,,424744.53,19602.26,176710.77
590,590,COLOR_GROUP,1,,0.57952,0.51524,0.88907,,424744.53,19601.31,176702.19
590,590,LOAD_BALANCE,1,,0.57952,0.51524,0.88907,,424744.53,19599.09,176682.18
590,590,OPTIMIZED,1,,0.62738,0.595,0.94839,,424767.7,4318.1,83663.15
591,591,EDD,1,,0.57786,0.51405,0.88958,,424765.03,19596.56,177465.83
591,591,COLOR_GROUP,1,,0.57929,0.51405,0.88738,,424656.21,19717.55,175083.23
591,591,LOAD_BALANCE,1,,0.57786,0.51405,0.88958,,424765.03,19589.41,177401.13
591,591,OPTIMIZED,1,,0.6269,0.59357,0.94683,,424749.08,4551.82,85606.77
592,592,EDD,1,,0.57976,0.51167,0.88255,,424791.62,20327.38,173067.04
592,592,COLOR_GROUP,1,,0.57976,0.51429,0.88706,,424791.62,19894.54,176157.12
592,592,LOAD_BALANCE,1,,0.57976,0.51167,0.88255,,424791.62,20238.46,172309.99
592,592,OPTIMIZED,1,,0.62786,0.59524,0.94805,,424772.27,4254.31,81887.76
593,593,EDD,1,,0.58143,0.51381,0.8837,,424723.19,20485.87,176149.6
593,593,COLOR_GROUP,1,,0.58143,0.51381,0.8837,,424723.19,20418.38,175569.28
593,593,LOAD_BALANCE,1,,0.58143,0.51381,0.8837,,424723.19,20474.06,176048.1
593,593,OPTIMIZED,1,,0.62881,0.59476,0.94585,,424786.99,4404.11,81337.38
594,594,EDD,1,,0.58,0.51548,0.88875,,424776.16,19813.78,178104.68
594,594,COLOR_GROUP,1,,0.58,0.51548,0.88875,,424776.16,19825.52,178210.24
594,594,LOAD_BALANCE,1,,0.58,0.51548,0.88875,,424776.16,19782.91,177827.21
594,594,OPTIMIZED,1,,0.62857,0.59452,0.94583,,424787.12,4444.31,82048.71
595,595,EDD,1,,0.57548,0.51524,0.89532,,424655.79,18349.36,175298.0
595,595,COLOR_GROUP,1,,0.57548,0.51524,0.89532,,424606.36,18327.91,175093.12
595,595,LOAD_BALANCE,1,,0.57548,0.51524,0.89532,,424655.79,18249.52,174344.23
595,595,OPTIMIZED,1,,0.6281,0.59548,0.94807,,424759.88,4249.37,81823.61
596,596,EDD,1,,0.57429,0.51381,0.89469,,424782.8,18664.66,177240.82
596,596,COLOR_GROUP,1,,0.57429,0.51381,0.89469,,424782.8,18664.39,177238.26
596,596,LOAD_BALANCE,1,,0.57429,0.51381,0.89469,,424782.8,18661.53,177211.07
596,596,OPTIMIZED,1,,0.62905,0.59524,0.94625,,424782.52,4355.87,81043.66
597,597,EDD,1,,0.57,0.51476,0.90309,,424704.37,18042.67,186181.71
597,597,COLOR_GROUP,1,,0.57,0.51476,0.90309,,424704.37,18032.46,186076.33
597,597,LOAD_BALANCE,1,,0.57,0.51476,0.90309,,424704.37,18040.06,186154.81
597,597,OPTIMIZED,1,,0.62333,0.59429,0.9534,,424799.66,4817.75,103384.2
598,598,EDD,1,,0.57357,0.51476,0.89747,657.59,424785.66,19381.55,189028.98
